SEQN,cycle,paired_days,mean_daily_mims,mean_daily_actilife_steps,mean_nonmissing_step_minutes,mean_positive_step_minutes
64552,2011-2012,9,9963.868111111111,7589.444444444444,1281.111111111111,778.3333333333334
64576,2011-2012,9,9430.964555555554,8095.777777777777,1281.0,730.5555555555555
64669,2011-2012,9,9995.351444444444,8866.222222222223,1281.0,529.5555555555555
64752,2011-2012,9,8806.071666666667,7748.333333333333,1281.0,608.3333333333334
64759,2011-2012,9,7655.876888888888,4683.777777777777,1281.111111111111,626.5555555555555
64786,2011-2012,9,12592.546,10137.0,1281.0,733.6666666666666
64826,2011-2012,9,4876.605222222222,3034.222222222222,1281.111111111111,560.8888888888889
64848,2011-2012,9,12683.307222222222,9595.666666666666,1281.111111111111,807.1111111111111
64857,2011-2012,9,10933.999,8262.222222222223,1281.0,835.3333333333334
64870,2011-2012,9,5914.386444444444,4651.0,1281.0,606.6666666666666
64909,2011-2012,9,1344.0402222222222,1005.6666666666666,1281.111111111111,143.66666666666666
64930,2011-2012,9,9122.195,7659.777777777777,1281.111111111111,743.4444444444445
64937,2011-2012,9,8100.45511111111,6148.555555555556,1281.111111111111,594.3333333333334
64979,2011-2012,9,6471.686777777777,5297.444444444444,1281.0,370.44444444444446
65009,2011-2012,9,12266.349777777777,8120.777777777777,1281.0,767.6666666666666
65020,2011-2012,9,9923.965555555556,13938.777777777777,1281.111111111111,721.1111111111111
65056,2011-2012,9,4216.598666666667,2469.8888888888887,1281.111111111111,514.1111111111111
65067,2011-2012,9,8275.797444444444,6885.444444444444,1281.0,661.4444444444445
65078,2011-2012,9,5395.038666666666,4383.666666666667,1281.111111111111,469.3333333333333
65113,2011-2012,9,10343.114444444444,10152.444444444445,1281.0,722.7777777777778
65114,2011-2012,9,9425.802888888888,7539.333333333333,1281.0,595.3333333333334
65144,2011-2012,9,13764.727111111111,15288.666666666666,1281.111111111111,787.1111111111111
65175,2011-2012,9,7979.20588888889,8095.111111111111,1281.111111111111,645.2222222222222
65236,2011-2012,9,6424.497666666666,3542.4444444444443,1281.0,600.3333333333334
65243,2011-2012,9,14926.70211111111,12598.333333333334,1281.0,760.5555555555555
65248,2011-2012,9,8151.393222222221,5340.0,1281.111111111111,616.5555555555555
65296,2011-2012,9,9006.606333333333,7681.111111111111,1281.0,696.0
65339,2011-2012,9,8339.182111111111,8027.555555555556,1281.111111111111,650.5555555555555
65394,2011-2012,9,11349.323555555555,9353.111111111111,1281.111111111111,734.3333333333334
65401,2011-2012,9,8234.224,10041.444444444445,1281.0,630.2222222222222
65417,2011-2012,9,10200.073333333334,8393.444444444445,1281.0,638.0
65431,2011-2012,9,6761.665444444446,6445.777777777777,1281.111111111111,510.8888888888889
65433,2011-2012,9,9636.475444444446,7210.888888888889,1281.111111111111,726.3333333333334
65440,2011-2012,9,8450.014666666666,7262.444444444444,1281.111111111111,673.5555555555555
65462,2011-2012,9,7610.133333333333,5716.222222222223,1281.0,591.3333333333334
65548,2011-2012,9,10522.910444444444,8538.555555555555,1281.111111111111,687.0
65587,2011-2012,9,10191.987333333334,9732.666666666666,1281.0,684.4444444444445
65637,2011-2012,9,9161.959444444445,8990.0,1281.0,754.8888888888889
65650,2011-2012,9,7035.562444444445,7639.555555555556,1281.0,656.6666666666666
65660,2011-2012,9,9573.858444444444,7352.444444444444,1281.0,725.6666666666666
65674,2011-2012,9,8416.880111111112,6423.0,1281.111111111111,716.7777777777778
65687,2011-2012,9,12224.838777777775,10670.111111111111,1281.0,682.4444444444445
65688,2011-2012,9,8212.22311111111,7038.444444444444,1281.0,523.4444444444445
65712,2011-2012,9,2655.059444444445,1699.888888888889,1281.111111111111,289.6666666666667
65832,2011-2012,9,959.0018888888889,384.3333333333333,1281.111111111111,152.77777777777777
65849,2011-2012,9,8747.044555555556,6954.444444444444,1281.111111111111,730.4444444444445
65857,2011-2012,9,12280.265333333333,10417.555555555555,1281.111111111111,839.1111111111111
65927,2011-2012,9,9674.228666666668,7196.555555555556,1281.111111111111,700.6666666666666
65928,2011-2012,9,8736.968666666668,5993.777777777777,1281.0,511.6666666666667
66001,2011-2012,9,10409.76188888889,9858.555555555555,1281.111111111111,764.3333333333334
66010,2011-2012,9,17636.09077777778,14355.111111111111,1281.0,772.2222222222222
66036,2011-2012,9,7271.040222222222,7601.222222222223,1281.0,539.8888888888889
66043,2011-2012,9,3494.001444444445,3052.4444444444443,1281.111111111111,225.33333333333334
66059,2011-2012,9,12708.671999999999,13544.222222222223,1281.111111111111,723.3333333333334
66066,2011-2012,9,4048.2560000000003,2168.6666666666665,1281.111111111111,508.22222222222223
66070,2011-2012,9,4124.536555555556,4666.666666666667,1281.0,286.55555555555554
66077,2011-2012,9,12631.222666666667,10220.444444444445,1281.111111111111,807.3333333333334
66110,2011-2012,3,5561.523333333334,5309.333333333333,857.3333333333334,411.6666666666667
66141,2011-2012,9,14311.809000000001,13762.888888888889,1281.0,748.7777777777778
66153,2011-2012,9,7863.965,6091.222222222223,1281.0,747.6666666666666
66154,2011-2012,9,8404.987888888889,10304.0,1281.0,603.0
66157,2011-2012,9,10058.370777777776,10149.555555555555,1281.111111111111,721.6666666666666
66161,2011-2012,9,4402.774111111111,2640.4444444444443,1281.0,583.7777777777778
66191,2011-2012,9,7221.424222222223,5738.333333333333,1281.0,578.0
66192,2011-2012,9,7182.574444444444,5815.555555555556,1281.0,632.2222222222222
66210,2011-2012,9,8671.088111111112,6485.666666666667,1281.0,724.2222222222222
66219,2011-2012,9,10737.001666666667,9713.111111111111,1281.0,753.1111111111111
66222,2011-2012,9,13893.287777777778,12847.777777777777,1281.0,883.1111111111111
66263,2011-2012,9,7594.777,7567.666666666667,1281.111111111111,594.5555555555555
66294,2011-2012,9,6000.7080000000005,4993.444444444444,1281.0,528.8888888888889
66295,2011-2012,9,9099.639333333333,5725.0,1281.111111111111,663.2222222222222
66297,2011-2012,9,11964.702888888889,12808.444444444445,1281.111111111111,793.1111111111111
66336,2011-2012,4,6735.4215,6263.5,1133.25,588.5
66358,2011-2012,4,6184.4115,5275.5,968.25,468.25
66375,2011-2012,9,14817.484999999999,14741.333333333334,1281.111111111111,780.2222222222222
66389,2011-2012,9,5284.663777777778,4751.222222222223,1281.111111111111,593.5555555555555
66396,2011-2012,9,9243.360555555557,7402.444444444444,1281.111111111111,729.4444444444445
66398,2011-2012,9,3492.1745555555553,1843.7777777777778,1281.111111111111,422.44444444444446
66425,2011-2012,9,5751.801555555556,4055.4444444444443,1281.111111111111,504.22222222222223
66507,2011-2012,9,8322.734666666665,8152.666666666667,1281.0,638.3333333333334
66523,2011-2012,9,10740.608333333334,9064.0,1281.111111111111,708.3333333333334
66533,2011-2012,9,12329.473444444444,11734.666666666666,1281.111111111111,888.7777777777778
66603,2011-2012,9,9909.711444444445,8094.777777777777,1281.0,641.5555555555555
66620,2011-2012,9,12996.62188888889,14332.888888888889,1281.0,792.1111111111111
66668,2011-2012,9,11907.25711111111,9587.444444444445,1281.0,744.3333333333334
66669,2011-2012,9,10872.49088888889,8288.777777777777,1281.0,723.6666666666666
66674,2011-2012,9,6978.359777777778,4365.333333333333,1281.0,561.1111111111111
66748,2011-2012,9,4197.603666666667,3372.3333333333335,1281.111111111111,397.8888888888889
66758,2011-2012,9,7057.6665555555555,5863.777777777777,1281.0,528.7777777777778
66763,2011-2012,9,7936.267777777778,7232.777777777777,1281.0,666.4444444444445
66796,2011-2012,9,12669.014444444443,14333.333333333334,1281.0,729.3333333333334
66876,2011-2012,9,12259.673666666667,11407.666666666666,1281.0,728.2222222222222
66881,2011-2012,9,12266.355777777779,9415.333333333334,1281.0,707.5555555555555
66885,2011-2012,9,10917.887444444445,10690.0,1281.0,889.7777777777778
66901,2011-2012,9,8498.212111111112,6688.666666666667,1281.0,682.3333333333334
66918,2011-2012,9,9329.080555555556,9933.222222222223,1281.0,720.6666666666666
67020,2011-2012,9,8907.842555555555,7755.555555555556,1281.111111111111,725.7777777777778
67037,2011-2012,9,10327.453222222222,7434.444444444444,1281.0,682.0
67047,2011-2012,9,11045.664666666667,9861.333333333334,1281.111111111111,717.8888888888889
67078,2011-2012,9,7778.003999999999,5113.0,1281.111111111111,649.5555555555555
67088,2011-2012,3,5295.425333333332,3763.6666666666665,659.3333333333334,302.0
67094,2011-2012,9,12271.15111111111,14013.555555555555,1281.0,883.4444444444445
67105,2011-2012,9,11829.148333333333,9150.0,1281.111111111111,662.5555555555555
67141,2011-2012,9,7418.13111111111,5426.888888888889,1281.111111111111,584.0
67159,2011-2012,9,6088.526666666668,5447.333333333333,1281.111111111111,561.3333333333334
67209,2011-2012,9,7822.044222222223,5760.0,1281.111111111111,565.5555555555555
67229,2011-2012,9,12819.363777777779,12898.222222222223,1281.0,806.3333333333334
67264,2011-2012,9,12530.154888888888,9941.333333333334,1281.0,727.8888888888889
67269,2011-2012,9,10095.267666666668,9832.111111111111,1281.111111111111,674.7777777777778
67279,2011-2012,9,11408.640222222224,11275.222222222223,1281.111111111111,760.8888888888889
67281,2011-2012,9,17800.98988888889,16040.888888888889,1281.0,768.1111111111111
67285,2011-2012,9,9468.855222222222,7580.444444444444,1281.111111111111,727.7777777777778
67316,2011-2012,9,12341.781222222224,11526.222222222223,1281.111111111111,755.8888888888889
67327,2011-2012,9,7396.635111111111,7947.0,1281.0,625.0
67339,2011-2012,9,8627.852333333334,8526.666666666666,1281.111111111111,655.7777777777778
67344,2011-2012,9,9161.24211111111,8763.0,1281.111111111111,684.2222222222222
67376,2011-2012,9,5257.307444444445,3688.222222222222,1281.0,456.6666666666667
67413,2011-2012,9,5778.202111111111,4624.555555555556,1281.111111111111,494.77777777777777
67487,2011-2012,9,5520.753777777778,3859.1111111111113,1281.111111111111,528.7777777777778
67499,2011-2012,9,11263.03777777778,10273.888888888889,1281.111111111111,716.2222222222222
67509,2011-2012,9,9402.337333333333,8185.333333333333,1281.111111111111,700.2222222222222
67520,2011-2012,9,5263.718777777777,3839.1111111111113,1281.0,550.7777777777778
67566,2011-2012,9,5709.090888888889,4097.444444444444,1281.0,465.77777777777777
67619,2011-2012,9,9052.169888888888,7057.444444444444,1281.0,656.3333333333334
67620,2011-2012,9,5084.829111111111,7454.555555555556,1281.111111111111,540.3333333333334
67643,2011-2012,9,8012.678555555556,8849.777777777777,1281.0,666.2222222222222
67658,2011-2012,9,7055.031666666667,6785.666666666667,1281.111111111111,653.7777777777778
67668,2011-2012,9,8899.84522222222,9812.666666666666,1281.0,616.7777777777778
67700,2011-2012,9,8325.765111111112,8228.777777777777,1281.0,686.8888888888889
67709,2011-2012,9,8133.049777777778,7150.0,1281.0,643.7777777777778
67713,2011-2012,9,8927.333555555555,8418.777777777777,1281.0,670.7777777777778
67745,2011-2012,9,11263.550444444445,9206.666666666666,1281.111111111111,723.2222222222222
67808,2011-2012,9,7967.306999999999,4777.0,1281.0,640.3333333333334
67828,2011-2012,9,9711.04988888889,8465.555555555555,1281.111111111111,730.3333333333334
67848,2011-2012,9,6612.4873333333335,5643.666666666667,1281.111111111111,587.3333333333334
67965,2011-2012,8,9444.9035,9212.375,1233.25,693.375
67970,2011-2012,9,7924.191444444445,7552.0,1281.111111111111,582.2222222222222
67977,2011-2012,9,9926.030666666666,11679.333333333334,1281.111111111111,707.5555555555555
67986,2011-2012,9,9866.633,7757.555555555556,1281.0,667.4444444444445
67992,2011-2012,9,17977.57288888889,19044.555555555555,1281.111111111111,889.4444444444445
67993,2011-2012,7,11838.069857142857,12809.857142857143,1231.0,865.5714285714286
67995,2011-2012,9,8183.0666666666675,6344.222222222223,1281.0,734.1111111111111
68041,2011-2012,9,10891.165555555555,9968.333333333334,1281.0,825.3333333333334
68066,2011-2012,9,6201.472111111111,4891.666666666667,1281.111111111111,528.1111111111111
68068,2011-2012,9,7334.0891111111105,6541.0,1281.0,527.5555555555555
68110,2011-2012,9,10776.978888888889,11039.777777777777,1281.111111111111,693.1111111111111
68115,2011-2012,9,8268.030444444443,6216.444444444444,1281.111111111111,573.5555555555555
68123,2011-2012,9,6826.262888888889,5806.0,1281.0,485.3333333333333
68152,2011-2012,9,10932.972777777779,11880.222222222223,1281.111111111111,697.2222222222222
68181,2011-2012,9,8140.145777777779,6961.888888888889,1281.0,586.3333333333334
68227,2011-2012,9,19142.034666666666,17203.0,1281.111111111111,832.7777777777778
68273,2011-2012,9,12816.974222222223,11337.0,1281.111111111111,800.5555555555555
68275,2011-2012,9,8293.659222222223,7601.888888888889,1281.111111111111,723.2222222222222
68291,2011-2012,9,12190.298333333332,10844.0,1281.0,679.5555555555555
68318,2011-2012,9,5344.019111111111,3171.0,1281.0,473.8888888888889
68319,2011-2012,9,12548.725222222223,12004.666666666666,1281.111111111111,742.4444444444445
68327,2011-2012,9,10195.403666666667,8749.0,1281.111111111111,757.3333333333334
68356,2011-2012,9,10161.487333333333,6965.111111111111,1281.111111111111,790.8888888888889
68419,2011-2012,9,6753.258555555556,5681.0,1281.0,552.6666666666666
68436,2011-2012,4,12293.488999999998,9507.5,1083.75,694.75
68446,2011-2012,9,11469.231111111112,10881.555555555555,1281.111111111111,599.4444444444445
68447,2011-2012,9,7753.429111111111,6102.888888888889,1281.111111111111,568.2222222222222
68465,2011-2012,9,6437.100888888889,7545.777777777777,1281.111111111111,636.2222222222222
68470,2011-2012,9,8781.040888888887,9502.222222222223,1281.0,603.6666666666666
68491,2011-2012,9,4969.321888888889,3763.5555555555557,1281.111111111111,487.8888888888889
68495,2011-2012,9,6177.937888888889,5022.777777777777,1281.111111111111,605.5555555555555
68510,2011-2012,1,5139.124,4173.0,536.0,371.0
68538,2011-2012,9,7556.357777777778,7102.555555555556,1281.0,611.2222222222222
68561,2011-2012,9,10578.07577777778,9051.222222222223,1281.0,698.7777777777778
68597,2011-2012,9,10018.565888888888,7888.111111111111,1281.111111111111,633.2222222222222
68606,2011-2012,9,12402.732555555554,10352.555555555555,1281.0,748.5555555555555
68626,2011-2012,9,9745.165333333332,7318.222222222223,1281.0,696.5555555555555
68645,2011-2012,9,8660.164222222222,6427.777777777777,1281.0,718.4444444444445
68682,2011-2012,9,6756.331222222222,5082.888888888889,1281.111111111111,542.8888888888889
68717,2011-2012,9,4800.254333333334,3380.777777777778,1281.0,499.55555555555554
68720,2011-2012,9,11681.457777777778,10833.666666666666,1281.0,617.5555555555555
68758,2011-2012,9,3112.3442222222225,1711.5555555555557,1281.0,453.1111111111111
68786,2011-2012,9,4582.354555555556,3255.5555555555557,1281.0,534.4444444444445
68793,2011-2012,9,6640.924777777778,5905.222222222223,1281.111111111111,484.55555555555554
68818,2011-2012,9,9519.053333333335,8647.0,1281.111111111111,799.0
68868,2011-2012,9,10477.546777777778,7671.555555555556,1281.0,620.3333333333334
68873,2011-2012,9,10523.086333333333,7790.888888888889,1281.111111111111,733.7777777777778
68944,2011-2012,9,11227.196333333333,8944.666666666666,1281.111111111111,731.5555555555555
68952,2011-2012,9,5306.129333333333,4146.888888888889,1281.0,479.22222222222223
69005,2011-2012,9,11134.962555555554,9709.555555555555,1281.0,700.8888888888889
69061,2011-2012,9,8327.699888888888,7081.666666666667,1281.0,495.8888888888889
69067,2011-2012,9,12278.417777777777,10703.666666666666,1281.0,683.4444444444445
69079,2011-2012,9,10688.770333333334,9089.444444444445,1281.0,700.7777777777778
69164,2011-2012,9,10197.067,7624.666666666667,1281.0,672.4444444444445
69208,2011-2012,9,11644.976666666666,8512.222222222223,1281.0,743.5555555555555
69241,2011-2012,9,11666.478222222222,10222.444444444445,1281.0,810.4444444444445
69250,2011-2012,9,10892.78422222222,11668.888888888889,1281.0,741.2222222222222
69255,2011-2012,9,10295.488111111112,11383.0,1281.0,722.3333333333334
69280,2011-2012,9,6741.285555555555,5252.444444444444,1281.0,589.8888888888889
69283,2011-2012,9,5794.986555555555,3983.8888888888887,1281.111111111111,552.3333333333334
69328,2011-2012,9,13273.107666666667,10606.333333333334,1281.0,711.5555555555555
69356,2011-2012,9,5417.351111111111,3224.0,1281.111111111111,586.4444444444445
69361,2011-2012,9,6705.221444444444,6930.0,1281.0,565.6666666666666
69411,2011-2012,9,6844.1177777777775,5677.0,1281.111111111111,573.7777777777778
69418,2011-2012,9,9117.506888888889,8891.777777777777,1281.0,686.6666666666666
69431,2011-2012,9,8951.487111111112,6822.333333333333,1281.111111111111,688.0
69451,2011-2012,9,5165.679,3224.0,1281.111111111111,513.4444444444445
69456,2011-2012,9,10012.151666666667,9014.222222222223,1281.111111111111,766.2222222222222
69468,2011-2012,9,7234.549333333333,6028.0,1281.111111111111,613.1111111111111
69471,2011-2012,9,11919.625444444444,10758.666666666666,1281.0,665.7777777777778
69486,2011-2012,9,7820.105222222222,5094.0,1281.0,652.2222222222222
69489,2011-2012,9,7765.048222222222,6383.0,1281.111111111111,559.3333333333334
69499,2011-2012,9,12292.93622222222,10472.0,1281.111111111111,673.2222222222222
69549,2011-2012,9,5740.116444444444,3637.6666666666665,1281.111111111111,554.4444444444445
69550,2011-2012,9,9206.783111111112,6988.555555555556,1281.111111111111,697.3333333333334
69552,2011-2012,9,2526.5283333333336,2074.5555555555557,1281.111111111111,205.22222222222223
69553,2011-2012,9,15180.067444444447,15023.222222222223,1281.0,813.1111111111111
69622,2011-2012,9,8951.314666666665,6066.0,1281.0,772.3333333333334
69626,2011-2012,9,7311.726222222222,6107.222222222223,1281.0,586.2222222222222
69724,2011-2012,9,6060.452222222222,4876.444444444444,1281.0,605.0
69761,2011-2012,9,13601.790666666666,11428.333333333334,1281.111111111111,888.7777777777778
69811,2011-2012,9,13879.731777777779,13183.444444444445,1281.111111111111,800.8888888888889
69812,2011-2012,4,10755.303499999998,6905.25,1071.25,671.25
69821,2011-2012,9,7751.49811111111,5727.0,1281.111111111111,626.6666666666666
69833,2011-2012,9,6028.506333333333,4035.8888888888887,1281.111111111111,475.1111111111111
69858,2011-2012,9,9257.422555555555,9312.777777777777,1281.0,761.6666666666666
69898,2011-2012,9,7376.931444444443,6960.666666666667,1281.111111111111,585.6666666666666
69921,2011-2012,9,3365.476111111111,2125.777777777778,1221.111111111111,378.1111111111111
69931,2011-2012,9,6987.687555555555,6061.444444444444,1281.111111111111,533.8888888888889
69934,2011-2012,9,7572.927444444445,6875.777777777777,1281.0,556.1111111111111
69940,2011-2012,9,8755.806777777778,7674.555555555556,1281.0,698.1111111111111
69943,2011-2012,9,12162.030222222222,11473.333333333334,1281.0,790.6666666666666
69973,2011-2012,9,16581.38477777778,15577.777777777777,1281.0,764.0
70035,2011-2012,9,17126.132555555556,13117.444444444445,1281.111111111111,899.6666666666666
70046,2011-2012,9,13159.180777777778,13723.111111111111,1281.0,695.7777777777778
70059,2011-2012,9,14027.219444444443,10158.0,1281.0,789.2222222222222
70117,2011-2012,9,10935.240444444446,9104.777777777777,1281.111111111111,731.7777777777778
70120,2011-2012,9,11884.365,10582.555555555555,1281.111111111111,728.4444444444445
70142,2011-2012,9,12386.457555555557,11413.666666666666,1281.0,726.4444444444445
70156,2011-2012,9,9485.246333333334,7621.333333333333,1281.0,689.5555555555555
70195,2011-2012,9,8223.569,7628.222222222223,1281.0,686.8888888888889
70211,2011-2012,9,5449.899,3972.3333333333335,1281.0,462.8888888888889
70226,2011-2012,9,7801.558999999998,5714.222222222223,1281.0,618.3333333333334
70235,2011-2012,9,10960.325111111111,11120.777777777777,1281.111111111111,760.3333333333334
70236,2011-2012,9,12809.69977777778,10616.333333333334,1281.0,737.1111111111111
70244,2011-2012,9,9100.521777777778,8329.222222222223,1281.111111111111,728.4444444444445
70247,2011-2012,9,10317.729111111112,9242.222222222223,1281.111111111111,661.7777777777778
70276,2011-2012,9,14038.373777777779,11449.0,1281.0,733.6666666666666
70294,2011-2012,9,7209.77,6171.222222222223,1281.0,699.0
70298,2011-2012,9,9815.295333333333,7695.333333333333,1281.111111111111,693.1111111111111
70361,2011-2012,9,5486.449555555556,3234.222222222222,1281.0,538.4444444444445
70429,2011-2012,9,11333.144888888892,8590.555555555555,1281.0,695.4444444444445
70430,2011-2012,9,13394.833222222222,10905.777777777777,1281.0,732.3333333333334
70438,2011-2012,9,10646.599999999999,9156.777777777777,1281.0,675.7777777777778
70543,2011-2012,9,6126.983888888888,2939.5555555555557,1281.111111111111,653.2222222222222
70565,2011-2012,9,11755.555444444444,10646.111111111111,1281.0,725.6666666666666
70575,2011-2012,9,6591.101111111111,5265.777777777777,1281.0,620.5555555555555
70597,2011-2012,9,9421.71,7865.666666666667,1281.0,753.8888888888889
70599,2011-2012,9,8982.319777777777,9224.444444444445,1281.111111111111,533.7777777777778
70605,2011-2012,9,12550.018333333333,12552.222222222223,1281.0,798.0
70606,2011-2012,9,2990.570444444444,1775.111111111111,1281.0,398.1111111111111
70703,2011-2012,9,17577.544444444444,15420.222222222223,1281.0,799.7777777777778
70718,2011-2012,9,4687.670444444444,3539.6666666666665,1281.0,469.22222222222223
70721,2011-2012,9,7248.199111111112,5827.444444444444,1219.0,678.7777777777778
70725,2011-2012,9,9875.407444444445,8639.0,1281.0,785.4444444444445
70727,2011-2012,9,13888.619666666667,12885.222222222223,1281.0,766.8888888888889
70729,2011-2012,9,4431.884222222222,2805.6666666666665,1281.0,521.1111111111111
70732,2011-2012,9,9743.845666666668,10236.111111111111,1281.0,490.77777777777777
70763,2011-2012,9,11978.109333333334,10223.111111111111,1281.0,757.1111111111111
70779,2011-2012,9,3600.804222222222,2474.3333333333335,1281.0,364.77777777777777
70784,2011-2012,9,7979.369111111111,5637.333333333333,1281.111111111111,646.5555555555555
70911,2011-2012,9,9865.13322222222,8142.777777777777,1281.0,731.1111111111111
70961,2011-2012,9,6009.249222222223,5964.111111111111,1281.111111111111,630.0
71004,2011-2012,9,10203.958777777778,6788.777777777777,1281.111111111111,672.2222222222222
71011,2011-2012,9,10421.102444444443,9602.0,1281.0,656.4444444444445
71040,2011-2012,9,7799.511222222223,8065.555555555556,1281.111111111111,693.7777777777778
71045,2011-2012,9,3568.203222222222,2418.0,1281.0,370.77777777777777
71066,2011-2012,5,11900.2506,10909.8,1189.4,779.2
71118,2011-2012,9,12852.845222222222,11077.111111111111,1281.0,672.7777777777778
71135,2011-2012,9,3079.143555555556,1557.6666666666667,1281.111111111111,250.22222222222223
71137,2011-2012,9,7934.280777777778,5719.666666666667,1281.0,527.0
71202,2011-2012,5,7201.6104000000005,5296.8,1200.2,558.0
71232,2011-2012,9,8752.374888888888,8512.222222222223,1281.0,597.0
71237,2011-2012,9,2893.7742222222223,3175.1111111111113,1281.0,141.22222222222223
71240,2011-2012,9,5709.514444444445,4113.666666666667,1281.111111111111,549.6666666666666
71328,2011-2012,9,9030.746333333333,7605.111111111111,1281.0,490.0
71334,2011-2012,9,7202.389777777778,7059.222222222223,1281.0,669.5555555555555
71342,2011-2012,9,4837.456444444444,5045.555555555556,1281.0,391.1111111111111
71353,2011-2012,9,9447.450222222222,7228.333333333333,1281.111111111111,671.0
71361,2011-2012,9,8057.183555555555,7236.777777777777,1281.111111111111,647.0
71375,2011-2012,9,11536.653777777778,11141.0,1281.0,770.7777777777778
71390,2011-2012,9,5149.074555555556,3385.222222222222,1281.0,523.8888888888889
71422,2011-2012,5,17911.534,15907.2,1170.4,723.4
71455,2011-2012,9,8566.596888888887,7329.111111111111,1281.0,712.8888888888889
71476,2011-2012,9,16339.577444444447,13829.777777777777,1281.0,798.0
71527,2011-2012,7,13212.85257142857,10349.142857142857,1127.7142857142858,800.0
71534,2011-2012,9,7668.569888888889,7675.111111111111,1281.111111111111,653.8888888888889
71545,2011-2012,9,11643.495777777778,11732.333333333334,1281.111111111111,736.6666666666666
71552,2011-2012,7,14210.939428571428,16139.857142857143,1312.4285714285713,936.4285714285714
71560,2011-2012,9,10159.095,10182.666666666666,1281.0,668.7777777777778
71620,2011-2012,9,13614.208,13221.777777777777,1281.0,736.0
71622,2011-2012,9,5365.069666666666,4094.222222222222,1281.0,525.6666666666666
71676,2011-2012,9,8971.023,8292.666666666666,1281.0,691.8888888888889
71678,2011-2012,9,7136.884333333333,4999.222222222223,1281.111111111111,580.7777777777778
71735,2011-2012,9,13398.662333333334,11189.555555555555,1281.111111111111,767.8888888888889
71736,2011-2012,9,7520.321222222223,6458.555555555556,1281.0,671.1111111111111
71753,2011-2012,9,5504.485111111111,3908.777777777778,1281.0,485.0
71798,2011-2012,9,12947.116333333332,14641.222222222223,1281.0,807.0
71873,2011-2012,9,12411.230777777779,11307.111111111111,1281.0,609.6666666666666
71886,2011-2012,9,10342.251333333334,8918.222222222223,1281.0,702.2222222222222
73559,2013-2014,9,8005.963333333333,8241.444444444445,1281.0,599.4444444444445
73571,2013-2014,9,5104.514444444445,4725.555555555556,1281.0,551.7777777777778
73604,2013-2014,9,8555.576666666668,7340.666666666667,1281.0,648.8888888888889
73618,2013-2014,9,12954.692888888887,10273.444444444445,1281.0,762.4444444444445
73621,2013-2014,9,9733.240000000002,8821.333333333334,1281.0,780.0
73626,2013-2014,9,6233.3784444444445,4712.777777777777,1281.0,358.55555555555554
73628,2013-2014,9,5030.063888888889,3722.222222222222,1281.0,463.6666666666667
73677,2013-2014,9,11905.297777777778,8546.333333333334,1281.0,766.5555555555555
73690,2013-2014,9,12253.837111111112,10800.333333333334,1281.0,768.8888888888889
73723,2013-2014,9,3882.838,2928.222222222222,1281.0,441.1111111111111
73732,2013-2014,9,9799.868777777778,9676.333333333334,1281.0,707.1111111111111
73746,2013-2014,9,9462.606666666667,7543.111111111111,1281.0,670.5555555555555
73756,2013-2014,9,12584.290222222224,14455.666666666666,1281.0,814.3333333333334
73766,2013-2014,9,9714.300777777777,7866.111111111111,1281.0,698.8888888888889
73782,2013-2014,9,13199.177333333333,11978.0,1281.0,715.6666666666666
73815,2013-2014,9,7449.2117777777785,5789.222222222223,1281.0,562.6666666666666
73820,2013-2014,9,10198.145777777778,11315.888888888889,1281.0,650.4444444444445
73825,2013-2014,9,794.4492222222221,567.5555555555555,1281.0,75.44444444444444
73831,2013-2014,9,12965.524,10963.0,1281.0,741.4444444444445
73840,2013-2014,9,8448.044555555556,7073.666666666667,1281.0,665.5555555555555
73860,2013-2014,9,13344.574555555557,12662.888888888889,1281.0,869.4444444444445
73908,2013-2014,9,7476.197666666668,6279.666666666667,1281.0,668.6666666666666
73921,2013-2014,9,6833.387222222223,4393.111111111111,1281.0,593.0
73922,2013-2014,9,9713.100333333332,8817.333333333334,1281.0,614.1111111111111
73945,2013-2014,9,11103.266,9900.222222222223,1281.0,693.8888888888889
73993,2013-2014,9,12074.086222222222,14932.222222222223,1281.0,805.3333333333334
73999,2013-2014,9,7383.7316666666675,7540.666666666667,1281.0,532.6666666666666
74003,2013-2014,9,6557.679999999999,4622.777777777777,1281.0,667.2222222222222
74032,2013-2014,9,11855.524111111112,9761.555555555555,1281.0,707.0
74033,2013-2014,9,10377.797555555555,12095.444444444445,1281.0,997.0
74050,2013-2014,9,10573.624666666667,8848.555555555555,1281.0,700.1111111111111
74078,2013-2014,9,11376.541222222224,12040.0,1281.0,723.3333333333334
74085,2013-2014,9,10240.706444444446,7143.666666666667,1281.0,707.5555555555555
74148,2013-2014,9,5959.426777777779,3112.6666666666665,1281.0,618.0
74184,2013-2014,9,11002.410111111112,8943.0,1281.0,713.1111111111111
74195,2013-2014,9,12053.25822222222,9104.222222222223,1281.0,708.5555555555555
74211,2013-2014,9,8823.392777777779,7245.777777777777,1281.0,602.2222222222222
74240,2013-2014,9,5597.840333333334,3766.4444444444443,1281.0,515.8888888888889
74241,2013-2014,9,14825.387,15098.333333333334,1281.0,775.6666666666666
74247,2013-2014,9,7137.927111111111,5470.333333333333,1281.0,592.4444444444445
74302,2013-2014,9,13209.882,11492.222222222223,1281.0,803.8888888888889
74310,2013-2014,9,13742.939999999999,11090.666666666666,1281.0,779.5555555555555
